K,ColorID,Red,Green,Blue,Color,DMC,Floss Name,Hex Code,Red,Green,Blue,Distance
400,327,108,98,83,,645,Beaver Gray Very Dark,#6E655C,110,101,92,9.695359714832659
400,328,232,108,28,,922,Copper Light,#E27323,226,115,35,11.575836902790225
400,329,253,189,72,,725,Topaz Medium Light,#FFC840,255,200,64,13.74772708486752
400,330,186,132,74,,976,Golden Brown Medium,#C28142,194,129,66,11.704699910719626
400,331,9,41,65,,939,Navy Blue Very Dark,#1B2853,27,40,83,25.475478405713993
400,332,170,135,92,,3863,Mocha Beige Medium,#A4835C,164,131,92,7.211102550927978
400,333,137,157,166,,3839,Lavender Blue Medium,#7B8EAB,123,142,171,21.118712081942874
400,334,113,140,121,,3768,Gray Green Dark,#657F7F,101,127,127,18.681541692269406
400,335,244,172,107,,3854,Autumn Gold Medium,#F2AF68,242,175,104,4.69041575982343
400,336,61,50,44,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,17.320508075688775
400,337,243,148,56,,3853,Autumn Gold Dark,#F29746,242,151,70,14.352700094407323
400,338,247,205,109,,3821,Straw,#F3CE75,243,206,117,9.0
400,339,232,154,65,,3853,Autumn Gold Dark,#F29746,242,151,70,11.575836902790225
400,340,214,176,97,,3820,Straw Dark,#DFB65F,223,182,95,11.0
400,341,199,153,80,,436,Tan,#CB9051,203,144,81,9.899494936611665
400,342,43,43,44,,934,Avocado Grn Black,#313919,49,57,25,24.351591323771842
400,343,206,115,49,,3776,Mahogany Light,#CF7939,207,121,57,10.04987562112089
400,344,2,4,9,,310,Black,#000000,0,0,0,10.04987562112089
400,345,213,181,168,,3782,Mocha Brown Light,#D2BCA6,210,188,166,7.874007874011811
400,346,132,142,113,,3052,Green Gray Medium,#889268,136,146,104,10.63014581273465
400,347,249,145,51,,741,Tangerine Medium,#FFA32B,255,163,43,20.591260281974
400,348,174,175,177,,04,Tin Dark,#AEAEB1,174,174,177,1.0
400,349,209,188,176,,3782,Mocha Brown Light,#D2BCA6,210,188,166,10.04987562112089
400,350,85,113,113,,924,Gray Green Vy Dark,#566A6A,86,106,106,9.9498743710662
400,351,152,92,52,,434,Brown Light,#985E33,152,94,51,2.23606797749979
400,352,231,204,107,,3821,Straw,#F3CE75,243,206,117,15.748015748023622
400,353,51,52,54,,3799,Pewter Gray Very Dark,#424242,66,66,66,23.769728648009426
400,354,154,173,183,,926,Gray Green Medium,#98AEAE,152,174,174,9.273618495495704
400,355,89,100,96,,924,Gray Green Vy Dark,#566A6A,86,106,106,12.041594578792296
400,356,88,75,60,,838,Beige Brown Very Dark,#594937,89,73,55,5.477225575051661
400,357,24,36,48,,939,Navy Blue Very Dark,#1B2853,27,40,83,35.35533905932738
400,358,44,83,101,,3750,Antique Blue Very Dark,#384C5E,56,76,94,15.556349186104045
400,359,206,168,144,,3864,Mocha Beige Light,#CBB69C,203,182,156,18.681541692269406
400,360,71,72,72,,844,Beaver Gray Ultra Dark,#484848,72,72,72,1.0
400,361,242,185,85,,742,Tangerine Light,#FFBF57,255,191,87,14.45683229480096
400,362,115,87,71,,3781,Mocha Brown Dark,#6B5743,107,87,67,8.94427190999916
400,363,209,159,91,,977,Golden Brown Light,#DC9C56,220,156,86,12.449899597988733
400,364,242,188,124,,3827,Golden Brown Pale,#F7BB77,247,187,119,7.14142842854285
400,365,27,60,81,,820,Royal Blue Very Dark,#0E365C,14,54,92,18.05547008526779
400,366,166,102,56,,3826,Golden Brown,#AD7239,173,114,57,13.92838827718412
400,367,52,79,89,,3750,Antique Blue Very Dark,#384C5E,56,76,94,7.0710678118654755
400,368,88,126,122,,3768,Gray Green Dark,#657F7F,101,127,127,13.96424004376894
400,369,175,140,122,,3859,Rosewood Light,#BA8B7C,186,139,124,11.224972160321824
400,370,12,11,11,,3371,Black Brown,#1E1108,30,17,8,19.209372712298546
400,371,194,147,114,,3064,Desert Sand,#C48E70,196,142,112,5.744562646538029
400,372,51,38,24,,938,Coffee Brown Ultra Dark,#361F0E,54,31,14,12.569805089976535
400,373,11,14,21,,3371,Black Brown,#1E1108,30,17,8,23.2163735324878
400,374,107,60,32,,801,Coffee Brown Dark,#653919,101,57,25,9.695359714832659
400,375,64,91,98,,930,Antique Blue Dark,#455C71,69,92,113,15.84297951775486
400,376,252,174,59,,741,Tangerine Medium,#FFA32B,255,163,43,19.6468827043885
400,377,147,131,73,,830,Golden Olive Dark,#8D784B,141,120,75,12.68857754044952
400,378,179,123,87,,3773,Desert Sand Dark,#B67552,182,117,82,8.366600265340756
400,379,247,154,68,,3853,Autumn Gold Dark,#F29746,242,151,70,6.164414002968976
400,380,47,64,73,,3799,Pewter Gray Very Dark,#424242,66,66,66,20.346989949375804
400,381,182,143,92,,3828,Hazelnut Brown,#B78B61,183,139,97,6.48074069840786
400,382,39,62,75,,939,Navy Blue Very Dark,#1B2853,27,40,83,26.30589287593181
400,383,173,140,79,,831,Golden Olive Medium,#AA8F56,170,143,86,8.18535277187245
400,384,24,71,98,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,10.63014581273465
400,385,39,45,51,,934,Avocado Grn Black,#313919,49,57,25,30.331501776206203
400,386,194,173,125,,371,Mustard,#BFA671,191,166,113,14.212670403551895
400,387,132,82,54,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,5.196152422706632
400,388,227,149,83,,977,Golden Brown Light,#DC9C56,220,156,86,10.344080432788601
400,389,76,63,52,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,10.488088481701515
400,390,222,100,21,,720,Orange Spice Dark,#E55C1F,229,92,31,14.594519519326424
400,391,237,176,82,,3820,Straw Dark,#DFB65F,223,182,95,20.024984394500787
400,392,108,129,132,,3768,Gray Green Dark,#657F7F,101,127,127,8.831760866327848
400,393,40,89,111,,803,Baby Blue Ultra Very Dark,#2C597C,44,89,124,13.601470508735444
400,394,76,118,119,,991,Aquamarine Dark,#477B6E,71,123,110,11.445523142259598
400,395,215,208,199,,453,Shell Gray Light,#D7CECB,215,206,203,4.47213595499958
400,396,50,42,39,,934,Avocado Grn Black,#313919,49,57,25,20.54263858417414
400,397,204,178,162,,3864,Mocha Beige Light,#CBB69C,203,182,156,7.280109889280518
400,398,43,54,63,,3799,Pewter Gray Very Dark,#424242,66,66,66,26.115129714401192
400,399,100,100,100,,535,Ash Gray Very Light,#636458,99,100,88,12.041594578792296
